school_name,web_domain,type,last_visited,status,sources,years_registered,confidence,reason,final_domain,language
University of Greenland,ilisimatusarfik.gl,university/college,2026-09-24,Inaccessible,hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21;hipo:2026-09-22;hipo:2026-09-23;hipo:2026-09-24,,40,moved-to:uni.gl,uni.gl,
University of Greenland,uni.gl,university/college,2026-09-24,Active,redirect:ilisimatusarfik.gl,,50,http-2xx-html+edu-keywords+substantial-content,uni.gl,
