school_name,web_domain,type,last_visited,status,sources,years_registered,confidence,reason,final_domain,language
Euro Balkan University,euba.edu.mk,university/college,2026-09-16,Inaccessible,ror:api-p12,,,,,
Macedonian Academy of Sciences and Arts,manu.edu.mk,university/college,2026-09-15,Inaccessible,ror:api-p8;hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21;hipo:2026-09-22;hipo:2026-09-23;hipo:2026-09-24;hipo:2026-09-25;hipo:2026-09-26,,,,,
