school_name,web_domain,type,last_visited,status,sources,years_registered,confidence,reason,final_domain,language
Université de Bangui,univ-bangui.net,university/college,2026-09-21,Inaccessible,hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21;hipo:2026-09-22;hipo:2026-09-23;hipo:2026-09-24,15,5,empty-body,univ-bangui.net,
