school_name,web_domain,type,last_visited,status,sources,years_registered,confidence,reason,final_domain,language
BiofoodCRO (South Korea),biofoodcro.co.kr,university/college,2026-09-17,Inaccessible,ror:api-p18,15,,,,
WonKwang Health Science University,eng.wu.ac.kr,university/college,2026-09-18,Inaccessible,ror:api-p2,,,,,
Gyeongbuk IT Convergence Industrial Technology Institute,gitc.or.kr,university/college,2026-09-16,Active,ror:api-p13,,,,,
Korea Advanced Institute of Science and Technology,kaist.ac.kr,university/college,2026-09-18,Inaccessible,openalex:page19;hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21;hipo:2026-09-22;hipo:2026-09-23;hipo:2026-09-24,29,,,,
Korea University,korea.ac.kr,university/college,2026-09-18,Active,openalex:page19;hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21;hipo:2026-09-22;hipo:2026-09-23;hipo:2026-09-24,33,,,,
Sungkyunkwan University,skku.edu,university/college,2026-09-17,Active,openalex:page17;hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21;hipo:2026-09-22;hipo:2026-09-23;hipo:2026-09-24,26,,,,
Seoul National University,snu.ac.kr,university/college,2026-09-21,Active,openalex:page6;hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21;hipo:2026-09-22;hipo:2026-09-23;hipo:2026-09-24,,90,http-2xx-html+multi-source+edu-keywords+structure+substantial-content,snu.ac.kr,ko
Suwon Science College,ssc.ac.kr,university/college,2026-09-17,Active,ror:api-p16,25,,,,
Yonsei University,yonsei.ac.kr,university/college,2026-09-16,Active,openalex:page10;hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21;hipo:2026-09-22;hipo:2026-09-23;hipo:2026-09-24,,,,,
