school_name,web_domain,type,last_visited,status,sources,years_registered
Al-Hadra University of Humanities and Applied Sciences,alhadera.edu.ly,university/college,2026-09-15,Active,wikidata:P856,10
Alrefak University,alrefak.edu.ly,university/college,2026-09-15,Active,wikidata:P856,6
Bani Walid University,bwu.edu.ly,university/college,2026-09-15,Active,wikidata:P856,9
Fezzan University,fezzanu.edu.ly,university/college,2026-09-15,Active,wikidata:P856,6
