school_name,web_domain,type,last_visited,status,sources,years_registered,confidence,reason,final_domain,language
Catholic University of Rwanda,cur.ac.rw,university/college,2026-09-25,Active,wikidata:P856,6,60,http-2xx-html+edu-keywords+trusted-suffix+substantial-content,cur.ac.rw,en
