school_name,web_domain,type,last_visited,status,sources,years_registered,confidence,reason,final_domain,language
University of Auckland,auckland.ac.nz,university/college,2026-09-17,Active,openalex:page15;hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21;hipo:2026-09-22;hipo:2026-09-23,,,,,
Canterbury Workers’ Educational Association,cwea.org.nz,university/college,2026-09-18,Active,wikidata:P856,,,,,
