school_name,web_domain,type,last_visited,status,sources,years_registered,confidence,reason,final_domain,language
Gulf University for Science and Technology,gust.edu.kw,university/college,2026-09-15,Inaccessible,wikidata:P856;hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21;hipo:2026-09-22,,,,,
