school_name,web_domain,type,last_visited,status,sources,years_registered,confidence,reason,final_domain,language
National Defense College,gob.mx,university/college,2026-09-15,Inaccessible,wikidata:P856,,,,,
Universidad Católica Lumen Gentium,isee.edu.mx,university/college,2026-09-17,Inaccessible,ror:api-p1,,,,,
Universidad Latinoamericana,ula.edu.mx,university/college,2026-09-15,Active,ror:api-p2;hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21;hipo:2026-09-22;hipo:2026-09-23;hipo:2026-09-24;hipo:2026-09-25;hipo:2026-09-26,,,,,
Universidad Nacional Autónoma de México,unam.mx,university/college,2026-09-20,Active,openalex:page6;hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21;hipo:2026-09-22;hipo:2026-09-23;hipo:2026-09-24;hipo:2026-09-25;hipo:2026-09-26,,,,,
