school_name,web_domain,type,last_visited,status,sources,years_registered,confidence,reason,final_domain,language
Kharkiv National University,karazin.ua,university/college,2026-09-17,Active,hipo:2026-09-11;hipo:2026-09-13;hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21;hipo:2026-09-22,13,,,,
Kyiv Mohyla Business School,kmbs.ua,university/college,2026-09-16,Active,ror:api-p13,17,,,,
Kyiv School of Economics,kse.org.ua,university/college,2026-09-16,Inaccessible,ror:api-p13;hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21;hipo:2026-09-22,19,,,,
Kharkiv National University,student.karazin.ua,university/college,2026-09-15,Inaccessible,hipo:2026-09-11;hipo:2026-09-13;hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21;hipo:2026-09-22,,,,,
