school_name,web_domain,type,last_visited,status,sources,years_registered,confidence,reason,final_domain,language
Institut Polytechnique Africain,ipacfm-edu.org,university/college,2026-09-17,Inaccessible,wikidata:P856,,,,,
Université Catholique de l'Afrique de l'Ouest - Burkina Faso,ucao-uub.com,university/college,2026-09-15,Active,wikidata:P856,8,,,,
Université de Ouagadougou,univ-ouaga.bf,university/college,2026-09-20,Inaccessible,hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21;hipo:2026-09-22,,,,,
