school_name,web_domain,type,last_visited,status,sources,years_registered
Anatolia College,anatolia.edu.gr,university/college,2026-09-16,Active,ror:api-p12,
Hellenic College of Noah,noah-495.cloudflareaccess.com,university/college,2026-09-16,Inaccessible,redirect:noah.edu.gr,
Hellenic College of Noah,noah.edu.gr,university/college,2026-09-16,Inaccessible,hipo:2026-09-13,
