school_name,web_domain,type,last_visited,status,sources,years_registered,confidence,reason,final_domain,language
Institute of Dermatology,inderm.go.th,university/college,2026-09-24,Inaccessible,ror:api-p7,23,0,fetch-error:ConnectTimeout,inderm.go.th,
