school_name,web_domain,type,last_visited,status,sources,years_registered,confidence,reason,final_domain,language
Dong Nai University of Technology,dntu.edu.vn,university/college,2026-09-14,Active,wikidata:P856,,,,,
Haiphong Private University,hpu.edu.vn,university/college,2026-09-14,Active,wikidata:P856,,,,,
"Academy of Finance, Vietnam",hvtc.edu.vn,university/college,2026-09-14,Active,whed:IAU-007361;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21;hipo:2026-09-22;hipo:2026-09-23,,,,,
Ho Chi Minh City University of Transport,ut.edu.vn,university/college,2026-09-20,Inaccessible,whed:IAU-016875,,,,,
