school_name,web_domain,type,last_visited,status,sources,years_registered,confidence,reason,final_domain,language
Information and Communications University Zambia,icu.ac.zm,university/college,2026-09-24,Active,redirect:icuzambia.net,1,60,http-2xx-html+edu-keywords+trusted-suffix+substantial-content,icu.ac.zm,en
Information and Communications University Zambia,icuzambia.net,university/college,2026-09-24,Inaccessible,wikidata:P856,14,40,moved-to:icu.ac.zm,icu.ac.zm,en
Justo Mwale University,justomwale.net,university/college,2026-09-23,Inaccessible,wikidata:P856,18,10,soft-404/block-page,justomwale.net,en
