school_name,web_domain,type,last_visited,status,sources,years_registered,confidence,reason,final_domain,language
The Co-operative University of Kenya,cuk.ac.ke,university/college,2026-09-14,Active,wikidata:P856,13,,,,
KCA University,kcau.ac.ke,university/college,2026-09-14,Active,whed:IAU-024047,4,,,,
Kenyatta University,ku.ac.ke,university/college,2026-09-14,Active,whed:IAU-010287;hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21;hipo:2026-09-22,23,,,,
Lukenya University,lukenyauniversity.ac.ke,university/college,2026-09-14,Inaccessible,wikidata:P856,11,,,,
Management University of Africa,mua.ac.ke,university/college,2026-09-14,Active,wikidata:P856,15,,,,
Taita Taveta University,ttu.ac.ke,university/college,2026-09-21,Active,wikidata:P856,9,60,http-2xx-html+edu-keywords+trusted-suffix+substantial-content,ttu.ac.ke,en
