school_name,web_domain,type,last_visited,status,sources,years_registered,confidence,reason,final_domain,language
Université de la Polynésie Française,upf.pf,university/college,2026-09-23,Inaccessible,hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21;hipo:2026-09-22;hipo:2026-09-23;deqar:2026-09-23;hipo:2026-09-24,,0,fetch-error:ConnectionError,upf.pf,
